1. 風量 | Air volume
22. 低轉差率鼠籠型感應電動機 | Low slip squirrel cage induction motor
23. 超重型構造 | Extra-heavy-duty construction
24. 套筒式 | Cartridge type
25. 連續操作 | Continuous operation
26. 壓力循環潤滑系統 | Pressure circulation lubrication system
27. 主潤滑油泵 | Main oil pump
28. 洩壓閥 | Pressure relief valve
29. 油管 | Oil pipe
30. 儀表 | Gauge
31. 檢視口 | Sight glass
32. 溫度計 | Thermometer
33. 液壓開關 | Hydraulic switch
34. 油冷卻器 | Oil cooler
35. 油過濾器 | Oil filter
36. 貯油器 | Oil reservoir
37. 油加熱器 | Oil heater
38. 蒸發器 | Evaporator
39. 冷凝器 | Condenser
41. 排氣系統 | Exhaust system
42. 負壓冷媒 | Negative pressure refrigerant
43. 泵集冷凝儲液系統 | Pumped refrigerant condenser storage system
44. 電動機驅動之壓縮機 | Motor-driven compressor
45. 氣冷式冷凝器 | Air-cooled condenser
46. 水冷式冷凝器 | Water-cooled condenser
47. 受液器 | Receiver
49. 啟動器 | Starter
50. 降壓型啟動器 | Reduced voltage starter
1.真空度 | Vacuum
2.微米水柱 | Micrometer of water column
3.真空壓力 | Vacuum pressure
4.中華民國國家標準 | Chinese National Standard (CNS)
5.離心式冰水機組 | Centrifugal Chiller
6.冷卻能力 | Cooling capacity
7.壓縮機冷卻輸入 | Compressor cooling input
8.部分負載特性 | Part-load characteristics
9.水頭損失 | Head loss
10.測試、調整及平衡 | Testing, adjusting and balancing
11.螺旋式冰水機組 | Screw Chiller
12.蒸發器 | Evaporator
13.冷凝器 | Condenser
14.漏洩測試 | Leakage test
15.冷卻容量測試 | Cooling capacity test
16.工廠整體組合 | Factory-assembled
17.螺旋式壓縮機 | Screw compressor
18.壓縮機驅動裝置 | Compressor drive
19.配管配線 | Piping and wiring
20.冷媒 | Refrigerant
21.冷媒壓縮機試驗法 | Refrigerant compressor test method
22.蒸氣壓縮式冰水機組 | Vapor-compression Chiller
23.冷凍用壓力容器構造 | Pressure vessel construction for refrigeration
25.屋內線路裝置規則 | Indoor Wiring Regulations
26.噪音管制法 | Noise Control Law
27.噪音管制法施行細則 | Noise Control Law Enforcement Regulations
28.噪音管制標準 | Noise Control Standards
30.品質計畫 | Quality plan
31.施工計畫 | Construction plan
32.設備配置 | Equipment layout
33.設備檢討資料 | Equipment review data
34.設備系統規格技術文件 | Equipment System Specifications and Technical Documents
35.設備類型錄 | Equipment catalog
36.設備詳細圖 | Equipment details drawing
37.接線圖 | Wiring diagram
38.安裝圖 | Installation drawing
39.平面佈置圖 | Floor plan
40.管線配置圖 | Piping layout
41.設備基礎 | Equipment foundation
42.產品單 | Product list
43.原製造廠產品出廠證明 | Original manufacturer product certificate
44.試驗合格證明文件 | Test qualification certificate
45.系統操作手冊 | System operation manual
46.系統維護手冊 | System maintenance manual
47.備品及耗品 | Spare parts and consumables
48.清潔、乾燥 | Clean and dry
49.安全 | Safe
50.管理 | Management
3. 螺旋式冰水機組 | Screw chiller
5. 雙螺旋冷媒壓縮機 | Dual screw refrigerant compressor
6. 正排量斜螺紋注油式軸流型 | Positive displacement oblique spiral oil-injection axial type
7. 進氣孔 | Intake port
8. 排氣孔 | Exhaust port
9. 轉子 | Rotor
10. 主動陽螺紋轉子 | Active male screw rotor
11. 從動陰螺紋轉子 | Driven female screw rotor
12. 主軸承 | Main bearing
13. 潤滑油泵 | Lubricating oil pump
14. 壓差噴油 | Differential pressure injection
15. 角面接觸之推力球軸承 | Angular contact thrust ball bearing
16. 軸封 | Shaft seal
17. 浸油機械式 | Oil-immersed mechanical type
18. 能量控制閥 | Energy control valve
19. 潤滑油過濾器 | Lubricating oil filter
20. 穩定排放 | Stable discharge
21. 油分離器 | Oil separator
22. 吸／排氣止回閥 | Intake/exhaust check valve
23. 孔板 | Perforated plate
24. 可換蕊之過濾乾燥器 | Replaceable core filter dryer
25. 低轉差率 | Low slip rate
26. 防滴型鼠籠式感應電動機 | Drip-proof squirrel cage induction motor
27. 密閉或半密閉馬達 | Enclosed or semi-enclosed motor
28. 潤滑系統 | Lubrication system
29. 油粗濾器 | Oil strainer
30. 油冷卻器 | Oil cooler
31. 油加熱器 | Oil heater
32. 單螺旋冷媒壓縮機 | Single screw refrigerant compressor
33. 細晶粒鑄鐵 | Fine-grained cast iron
34. 高密度工程塑膠料製之閘門轉子 | High-density engineering plastic gate rotor
35. 冷媒氣 | Refrigerant gas
36. 閘門轉子 | Gate rotor
37. 滾子軸承 | Roller bearing
38. 噴入齒槽之潤滑油或液體冷媒 | Lubricating oil or liquid refrigerant injected into tooth grooves
39. 能量控制裝置 | Energy control device
40. 高壓油管 | High-pressure oil pipe
41. 全密閉型感應電動機 | Totally enclosed induction motor
42. 低壓回流冷媒氣體 | Low-pressure return refrigerant gas
44. 壓力容器 | Pressure vessel
45. 微電腦處理式操作及安全控制裝置 | Microcomputer-based operation and safety control device
46. 避振裝置 | Anti-vibration device
47. 安全閥 | Safety valve
48. 管線 | Piping
49. 主機安全閥之排氣管路 | Exhaust duct of the main safety valve
50. 資深工程師 | Senior engineer
1. 冷卻能力 | Cooling capacity
2. 壓縮機冷卻輸入 | Compressor cooling input
3. 部分負載特性 | Part-load performance
4. 水頭損失 | Head loss
5. 冷卻水系統 | Cooling water system
6. 殼管式 | Shell-and-tube
7. 板式 | Plate-and-frame
8. 冷凍用壓力容器 | Refrigerant pressure vessel
9. 水冷式冷媒冷凝器 | Water-cooled refrigerant condenser
10. 機械冷凍設備安全法規 | Safety standard for refrigeration systems
11. 殼管式熱交換器製造安裝標準 | Tubular exchanger manufacturing & installation standard
12. 壓力容器 | Pressure vessel
13. 工業用電氣箱體 | Industrial enclosures
18. 額定規格 | Rated specification
19. 銘牌 | Nameplate
20. 初次啟動 | Initial start-up
21. 測試方法 | Testing method
22. 規範要求 | Specification requirements
23. 檢驗台數 | Number of inspections
24. 操作細節 | Operating details
25. 維修細節 | Maintenance details
26. 計量項目 | Measurement items
27. 計價項目 | Pricing items
28. 人工 | Labor
29. 材料 | Materials
30. 機具 | Tools
31. 設備 | Equipment
32. 動力 | Power
33. 運輸 | Transportation
34. 安裝指導 | Installation instructions
35. 售後服務 | After-sales service
36. 駐工地指導 | On-site guidance
37. 初次啟動檢查 | Initial start-up check
38. 工作報告 | Work report
39. 訓練 | Training
40. 資深工程師 | Senior engineer
41. 操作人員 | Operator
42. 維修人員 | Maintenance personnel
43. 測試紀錄 | Testing record
44. 品質管理 | Quality control
45. 空調用泵 | HVAC pump
46. 離心式冰水機組 | Centrifugal water chiller
47. 往復式冰水機組 | Reciprocating water chiller
48. 渦卷式冰水機組 | Scroll water chiller
49. 冷卻水塔 | Cooling tower
50. 空調系統性能確認 | HVAC system performance verification
1. 性能 | Performance
2. 規範 | Specification
3. 工程師 | Engineer
4. 操作 | Operation
5. 保養 | Maintenance
6. 安裝 | Installation
7. 圖說 | Document
8. 進出口 | Inlet/Outlet
9. 維修 | Repair
10. 腐蝕 | Corrosion
11. 電位差 | Electric potential difference
12. 耐蝕 | Corrosion resistance
13. 釋壓閥 | Pressure relief valve
14. 撓性接頭 | Flexible connection
15. 感測球管井 | Sensor well
16. 擋板 | Baffle
17. 洩水 | Drainage
18. 凸緣 | Flange
19. 壓力計 | Pressure gauge
20. 溫度計 | Thermometer
21. 吊耳 | Lifting lug
22. 熱交換板 | Heat exchange plate
23. 支撐導桿 | Support guide bar
24. 電化學腐蝕 | Electrochemical corrosion
25. 隔離凸緣 | Isolation flange
26. 高強度碳鋼 | High-strength carbon steel
27. 熱浸鍍鋅 | Hot-dip galvanized
29. 襯墊 | Gasket
30. 餘裕面積 | Spare area
31. 結垢 | Fouling
32. 額定 | Rating
33. 測試 | Test
34. 溫度感測裝置 | Temperature sensor
35. 壓力感測器 | Pressure sensor
36. 焊接 | Welding
37. 無縫 | Seamless
38. 框架 | Frame
39. 雙層襯墊 | Double gasket
40. 排洩孔 | Vent hole
41. 固定螺栓 | Mounting bolt
42. 螺帽 | Nut
43. 防蝕 | Corrosion protection
44. 塗裝 | Painting
45. 凸緣連接 | Flange connection
46. 連結 | Connection
47. 附件 | Accessory
48. 尺寸 | Dimension
49. 容量 | Capacity
50. 預留 | Margin of safety
1. 溫度控制器 | Temperature Controller
2. 管套 | Pipe Sleeve
3. 過濾器 | Filter
4. 流量開關 | Flow Switch
5. 管頭 | Pipe Head
6. 軟管 | Hose
7. 壓力表 | Pressure Gauge
8. 關斷閥 | Shut-off Valve
9. 平衡閥 | Balancing Valve
10. 洩水閥 | Drain Valve
11. 保溫絕緣 | Insulation
12. 橡膠材質襯墊 | Rubber Pad
13. 高強度碳鋼 | High Tensile Steel
14. 鋼製 | Steel
15. 電鍍防蝕處理 | Electroplating Process
16. 熱浸鍍鋅處理 | Hot Dip Galvanizing Treatment
17. 洩漏測試 | Leakage Test
18. 感測器 | Sensor
19. 施工檢驗 | Construction Inspection
20. 箱形空調箱 | Box Air Handling Unit
21. 恆溫恆溼空調箱 | Constant Temperature and Humidity Air Handling Unit
22. 資料送審 | Submittal
23. 品質管理 | Quality Control
24. 風管 | Duct
25. 電動機 | Motor
26. 中華民國國家標準 | CNS
27. 美國材料試驗協會 | ASTM
28. 美國保險業實驗所 | UL
29. 美國防火協會 | NFPA
30. 美國加熱冷陳及空調學會 | ASHRAE
31. 美國國家標準協會 | ANSI
32. 美國送風及控制協會 | AMCA
33. 氣壓探漏 | Pneumatic Leak Test
34. 水壓耐壓試驗 | Hydrostatic Pressure Test
35. 名牌 | Data Plate
36. 保護罩 | Guard
37. 熱固性樹脂 | Thermosetting Resin
38. 保溫材 | Insulation Material
39. 風機性能曲線圖 | Fan Performance Curve
40. 運轉點 | Operating Point
41. 音功率標準 | Sound Power Standard
42. 過濾材 | Filter Media
43. 過濾性能數據 | Filter Performance Data
44. 保養及維護操作手冊 | Care and Maintenance Instructions
45. 裝配 | Assembly
46. 隔離 | Isolation
47. 腐蝕 | Corrosion
48. 電位差腐蝕 | Galvanic Corrosion
49. 披覆 | Coating
1. 外殼 | Double-Skin
2. 鍍鋅鋼板 | Galvanized Steel Plate
3. 螺絲 | Screw
4. 墊圈 | Washer
5. 螺帽 | Nut
6. 樑架 | Beam
7. 照明燈 | Lighting
8. 檢修門 | Access Door
9. 絕對氣密扣緊裝置 | Absolute Airtight Fastening Device
10. 風門 | Damper
11. 手動操作風門 | Manually Operated Damper
12. 扇形板控制桿 | Segmental Control Bar
13. 無縫紫銅管 | Seamless Copper Pipe
14. 鋁鰭片 | Aluminum Fins
15. 液壓漲管 | Hydraulic Expansion
16. 不銹鋼 | Stainless Steel
17. 非過負載風機 | Non-Overload Fan
18. 隔振器 | Vibration Isolator
19. 靜撓度 | Static Deflection
20. 撓性接頭 | Flexible Joint
21. 過濾器框架 | Filter Frame
22. 過濾器濾材 | Filter Material
23. 平板式初級過濾器 | Flat Plate Primary Filter
24. 波摺型過濾器 | Pleated Filter
25. 表面速度 | Face Velocity
26. 壓損 | Pressure Drop
27. 阻抗 | Resistance
28. 盤管 | Coil
29. 滴水盤 | Drip Pan
30. 皮帶護罩 | Belt Guard
31. 雙層鐵皮保溫材 | Double-Layer Iron Plate Insulation
32. 恆溫恆濕空調箱 | Constant Temperature and Humidity Air Handling Unit
33. 冰水盤管排水盤 | Chilled Water Coil Drain Pan
34. 下吹式風車 | Downward-Blowing Fan
35. 再熱電熱器 | Reheat Electric Heater
36. 自動溫濕度控制設備 | Automatic Temperature and Humidity Control Equipment
37. 後傾式葉片多翼式風葉輪 | Backward-Inclined Blade Multiple-Blade Impeller
38. 翼截式風葉輪 | Airfoil Section Impeller
39. 離心雙吸風葉輪 | Centrifugal Double-Suction Impeller
40. 鋁框泡棉過濾網 | Aluminum Frame Foam Filter
41. 過濾網堵塞警告 | Filter Clogging Warning
42. 阻抗指示器 | Resistance Indicator
43. 過熱保護開關 | Overheat Protection Switch
44. 指示燈 | Indicator Light
45. 送風馬達連鎖 | Supply Air Motor Interlock
46. 風量試驗 | Air Flow Test
47. 機外靜壓 | External Static Pressure
48. 公共工程委員會綱要規範 | Public Works Commission Outline Specifications
49. 規範 | Specification
50. 試驗試驗報告 | Test Report
1. 防水盤 | Drain pan
2. 空調機組 | Air conditioner unit
3. 送風機 | Blower
4. 蒸發器 | Evaporator
5. 冷凝器 | Condenser
6. 壓縮機 | Compressor
7. 電熱器 | Heater
8. 避振設備 | Vibration isolation
9. 外氣風門 | Outside air damper
10. 回風風門 | Return air damper
11. 毛細管 | Capillary tube
12. 感溫式膨脹閥 | Thermostatic expansion valve
13. 風扇葉片 | Fan blade
14. 手動風門 | Manual damper
15. 電動機 | Motor
16. 高效率馬達 | High-efficiency motor
17. 空氣過濾器 | Air filter
18. 低電壓溫度開關 | Low-voltage temperature switch
19. 多段電熱器 | Multi-stage heater
20. 低溫限制開關 | Low-temperature limit switch
21. 分離顯示盤 | Remote display panel
22. 指示燈 | Indicator light
23. 溫度開關遙控設定器 | Temperature switch remote set point
24. 再啟動延時電路 | Restart delay circuit
25. 馬達過熱/過載控制設施 | Motor overheating/overload protection
26. 鍍鋅鋼板 | Galvanized steel plate
27. 烤漆處理 | Painted finish
28. 快速扣件 | Quick release fastener
29. 保溫處理 | Insulation
30. 水盤 | Water tray
31. 單段密閉式壓縮機 | Sealed single-stage compressor
32. 半密閉式壓縮機 | Semi-hermetic compressor
33. 往復式壓縮機 | Reciprocating compressor
34. 迴轉式壓縮機 | Rotary compressor
35. 螺旋式壓縮機 | Scroll compressor
36. 銅管 | Copper tube
37. 鋁鰭片 | Aluminum fin
38. 銅鰭片 | Copper fin
39. 盤管組件 | Coil assembly
40. 過冷管排 | Sub-cooler
41. 彈性安裝 | Resilient mount
42. 直結式螺旋槳型風扇 | Direct-drive propeller fan
43. 風扇保護蓋 | Fan guard
44. 馬達過載保護 | Motor overload protection
45. 手動外氣及回風風門 | Manual outside air and return air damper
46. 糸統選擇開關 | System selector switch
47. 風扇控制開關 | Fan control switch
48. 風扇遙控開關 | Fan remote control switch
49. 再啟動延時 | Restart delay
50. 防護馬達過熱/過載 | Motor overheating/overload protection
1. 不銹鋼板 | Stainless steel sheet
2. 抗蝕塗裝 | Anti-corrosion coating
3. 壓縮機 | Compressor
4. 單段密閉式壓縮機 | Single-stage hermetic compressor
5. 半密閉式壓縮機 | Semi-hermetic compressor
6. 往復式壓縮機 | Reciprocating compressor
7. 迴轉式壓縮機 | Rotary compressor
8. 螺旋式壓縮機 | Scroll compressor
9. 水冷式冷凝器 | Water-cooled condenser
10. 殼管型 | Shell-and-tube type
11. 氣冷式冷凝器 | Air-cooled condenser
12. 銅管 | Copper tube
13. 鋁鰭片 | Aluminum fin
14. 盤管組件 | Coil assembly
15. 鍍鋅鋼板 | Galvanized steel sheet
16. 框架 | Frame
17. 多翼式風機 | Multi-blade fan
18. 軸流式風機 | Axial fan
19. 三角皮帶 | V-belt
20. 送風機 | Supply fan
21. 蒸發器 | Evaporator
22. 無縫銅管 | Seamless copper tube
23. 機械脹管法 | Mechanical expansion
24. 鋁鰭片 | Aluminum fins
25. 避振設備 | Vibration isolation device
26. 送風機葉輪 | Fan impeller
27. 葉片 | Blade
28. 送風箱體 | Supply air duct
29. 回風箱體 | Return air duct
30. 外氣風門 | Outdoor air damper
31. 回風風門 | Return air damper
32. 高效率電動機 | High-efficiency motor
33. 接觸器 | Contactor
34. 低壓開關 | Low-pressure switch
35. 高壓開關 | High-pressure switch
36. 壓縮機內裝繞組溫度開關 | Compressor internal winding temperature switch
37. 控制線路變壓器 | Control circuit transformer
38. 電驛 | Relay
39. 溫度開關 | Temperature switch
40. 冷氣循環 | Air conditioning cycle
41. 送風/停止/冷氣切換開關 | Supply air/stop/air conditioning changeover switch
42. 屋內溫度開關 | Indoor temperature switch
43. 回風溫度開關 | Return air temperature switch
44. 冷氣/停止選擇開關 | Air conditioning/stop selector switch
45. 自動/運轉風機控制開關 | Automatic/running fan control switch
46. 延時電路 | Time delay circuit
47. 音量等級 | Sound pressure level
48. 分電箱 | Distribution board
49. 保護分類等級 | IP rating
50. 冷凝器進水管 | Condenser water inlet pipe
51. 冷凝器出水管 | Condenser water outlet pipe
1. 壓縮式冷凍系統 | Compressor Based Refrigeration System
2. 單段密閉式 | Single-Stage Hermetic Compressor
3. 半密閉式 | Semi-Hermetic Compressor
4. 往復式 | Reciprocating Compressor
5. 迴轉式 | Rotary Compressor
6. 螺旋式 | Scroll Compressor
7. 殼管式 | Shell and Tube Evaporator
8. 螺旋槳式風扇馬達 | Axial Flow Fan Motor
9. 直接膨張式冷卻盤管 | Direct Expansion Cooling Coil
